甲是票据的收款人，乙伪造甲的签章将该票据背书转让给知情的丙。根据票据与支付结算法律制度的规定，下列表述中不正确的是()。,背书行为无效,丙取得票据权利,甲仍是票据权利人,乙不需要承担票据责任,第九章 票据与支付结算法律制度,B,在票据伪造的情形下，如属于假冒他人名义，其法律效果类似于无权代理。如果属于狭义的无权代理的，则票据行为不生效力。在本案中，丙知情，并不取得票据权利。,<a href="http://www.zgcjpx.com/cpa/tiku/lianxi/jjf/137449.html">2020年注册会计师考试《经济法》每日一练(7-15)</a>,单选 经济法
甲伪造乙的签章，签发一张支票给丙，丙背书给善意不知情的丁，当丁主张票据权利时，下列说法正确的有()。,甲不承担票据责任,乙不承担票据责任,丙不承担票据责任,丁不享有票据权利,第九章 票据与支付结算法律制度,AB,(1)选项A：由于伪造人甲在票据上根本没有以自己名义签章，因此不承担票据责任;(2)选项B：在假冒他人名义的情形下，被伪造人不承担票据责任;(3)选项C：票据上有伪造签章的，不影响票据上其他真实签章的效力，丙是在票据上真实签章的当事人，仍应承担票据责任。,<a href="http://www.zgcjpx.com/cpa/tiku/lianxi/jjf/137449.html">2020年注册会计师考试《经济法》每日一练(7-15)</a>,多选 经济法
甲公司签发一张银行汇票给乙公司，后乙公司为向丙公司支付货款，和自己的合作伙伴丁公司签订委托协议，委托丁公司将票据背书转让给丙公司，后乙丁公司之间就委托事项发生争议，解除了委托合同。但未及时收回委托协议。丁公司将票据背书转让给不知情的丙公司支付上述货款。则下列说法中正确的有()。,丁公司代理乙公司将票据背书转让给丙时，需要有代理人丁公司的签章,丙公司不享有票据权利,丙公司享有票据权利,丁公司应当承担票据责任,第九章 票据与支付结算法律制度,AC,票据行为代理必须由代理人签章。票据行为代理满足表见代理要件，相对人取得票据权利，本人应承担票据责任，无权代理人不承担票据责任。,<a href="http://www.zgcjpx.com/cpa/tiku/lianxi/jjf/137449.html">2020年注册会计师考试《经济法》每日一练(7-15)</a>,多选 经济法
根据票据法律制度的规定，下列各项中，汇票债务人可以对持票人行使抗辩权的事由是()。,汇票债务人与出票人之间存在合同纠纷,汇票债务人与持票人的前手存在抵销关系,背书不连续，持票人不能证明其合法权利,出票人存入汇票债务人的资金不够,第九章 票据与支付结算法律制度,C,持票人以其背书的连续来证明其票据权利。票据债务人原则上不得以自己与出票人或者与持票人的前手之间的抗辩事由，对抗持票人。所以选项A.B.D错误。,<a href="http://www.zgcjpx.com/cpa/tiku/lianxi/jjf/137449.html">2020年注册会计师考试《经济法》每日一练(7-15)</a>,单选 经济法
甲公司向乙公司订购一批货物，为了支付货款向乙公司签发一张50万元、出票后3个月付款的银行承兑汇票，承兑银行是A银行，乙公司将该票据背书转让给丙公司，丙公司背书转让给丁公司，丁公司按期向A银行提示付款时，A银行以出票人甲公司的银行资金账户上只有30万元为由拒绝付款，丁公司取得了A银行的拒绝付款证明书。丁公司持拒绝证明向甲公司进行追索时，甲公司以乙公司的货物质量不符合标准为由拒绝承担票据责任，根据票据与支付结算法律制度的规定，下列表述正确的有()。,银行拒绝付款的理由成立,甲公司可以以货物质量不符合标准为由对抗丁公司,如果丁公司先向乙公司追索，乙公司再向甲公司追索时，甲公司可以货物不符合质量标准为由对抗乙公司,银行拒绝付款的理由不成立,第九章 票据与支付结算法律制度,CD,(1)选项ABD：票据债务人原则上不得以自己与出票人或者与持票人的前手之间的抗辩事由，对抗持票人;(2)选项C：票据债务人可以对不履行约定义务的与自己有直接债权债务关系的持票人，进行抗辩。,<a href="http://www.zgcjpx.com/cpa/tiku/lianxi/jjf/137449.html">2020年注册会计师考试《经济法》每日一练(7-15)</a>,多选 经济法
根据我国票据法，属于银行本票绝对必要记载事项的有( )。,委托支付文句,出票日期,付款日期,收款人名称,第九章 票据与支付结算法律制度,BD,本票的绝对必要记载事项包括 6 项：表明“本票”的字样; 无条件支付的承诺;确定的金额;收款人名称;出票日期;出票人签章。,<a href="http://www.zgcjpx.com/cpa/tiku/lianxi/jjf/137239.html">2020年注册会计师考试《经济法》每日一练(7-14)</a>,多选 经济法
甲向乙签发面额为 100 万元的汇票作为购买房屋的价金，乙接受汇票后背书转让给第三方。如果甲、乙之间的房屋买卖合同被撤销，则甲可以采取的措施是( )。,请求付款人停止支付票据款项的权利,请求受让汇票的第三方返还汇票的权利,请求乙返还汇票的权利,请求乙返还 100 万元的权利,第九章 票据与支付结算法律制度,D,如果出票行为的原因关系不存在，或者双方不具有真实的交易关系和债权债务关系时，出票行为无效，出票人有权请求持票人返还票据;但由于 持票人在形式上是票据权利人，在其向他人背书转让票据权利时，受让人可能基于善 意取得制度而取得票据权利。,<a href="http://www.zgcjpx.com/cpa/tiku/lianxi/jjf/137239.html">2020年注册会计师考试《经济法》每日一练(7-14)</a>,单选 经济法
甲公司明知乙公司背书给其的银行承兑汇票是乙欺诈所得的，但故意装作不知道而取得，以下关于甲公司取得汇票的行为表述中，正确的是( )。,甲公司只要支付了对价，可以享有票据权利,甲公司即便取得也不享有票据权利,甲公司是合法取得，可以取得票据权利,甲公司未支付对价的不能取得票据权利,第九章 票据与支付结算法律制度,B,以欺诈、偷盗或者胁迫等手段取得票据的，或者明知有前列情形，出于恶意取得票据的，不得享有票据权利。,<a href="http://www.zgcjpx.com/cpa/tiku/lianxi/jjf/137239.html">2020年注册会计师考试《经济法》每日一练(7-14)</a>,单选 经济法
张某因采购货物签发一张票据给王某，胡某从王某处窃取该票据，陈某明知胡某系窃取所得但仍受让该票据，并将其赠与不知情的黄某，下列取得票据的当事人中， 享有票据权利的是( )。,王某,胡某,陈某,黄某,第九章 票据与支付结算法律制度,A,持票人以欺诈、偷盗或者胁迫等手段取得票据的，或者明知有上述情形，出于恶意取得票据的，不享有票据权利。胡某和陈某均不享有票据权利; 因税收、继承、赠与可以依法无偿取得票据的，票据权利不得优于其前手。黄某虽然是善意不知情的，但是其未支付合理对价，其票据权利不优于其前手陈某，故黄某不享有票据权利。,<a href="http://www.zgcjpx.com/cpa/tiku/lianxi/jjf/137239.html">2020年注册会计师考试《经济法》每日一练(7-14)</a>,单选 经济法
甲向乙签发一张支票以支付购货款，乙将该支票背书转让给丙以支付购货款， 丙将票据转让给善意的丁后，丁将票据赠送给庚。后乙丙之间的买卖合同因故被确认 无效。则下列说法中正确的有( )。,乙可以要求庚返还票据,丁因丙的背书行为取得票据权利,庚因丁的赠与行为取得票据权利,乙丙之间的票据行为缺乏真实交易关系，丙不享有票据权利,第九章 票据与支付结算法律制度,BCD,票据的签发、取得和转让，应当遵循诚实信用的原则，具 有真实的交易关系和债权债务关系。票据债务人有权以在票据未转让时的基础关系违 法、双方不具有真实的交易关系和债权债务关系、持票人应付对价而未付对价为由， 要求返还票据;但如果票据权利已向他人背书转让，受让人可能基于善意取得制度而 取得票据权利。本题中丁依据善意取得制度取得票据权利。,<a href="http://www.zgcjpx.com/cpa/tiku/lianxi/jjf/137239.html">2020年注册会计师考试《经济法》每日一练(7-14)</a>,多选 经济法
根据《票据法》的规定，被追索人在向持票人支付有关金额及费用后，可以向其他汇票债务人行使再追索权。下列各项中，属于被追索人可请求其他汇票债务人清偿的款项有()。,被追索人已清偿的全部金额,被追索人发出追索通知书的费用,被追索人已清偿的全部利息,持票人因票据金额被拒绝支付而导致的利润损失,第九章 票据与支付结算法律制度,ABC,根据规定：被追索人行使再追索权，可以请求其他汇票债务人支付下列金额和费用：已清偿的全部金额及其自清偿日起至再追索清偿日止，按照中国人民银行规定的流动资金贷款利率计算的利息;发出通知书的费用。因此，选项D中所说的利润损失是不包括的。,<a href="http://www.zgcjpx.com/cpa/tiku/lianxi/jjf/136887.html">2020年注册会计师考试《经济法》每日一练(7-13)</a>,多选 经济法
根据票据法律制度的规定，下列有关支票的表述中，不符合规定的是()。,支票上的金额可以由出票人授权补记，未补记前不得使用,持票人请求付款时，如果出票人在付款人处的存款金额不足支付支票金额，则付款银行仍应付款,收款人名称并非出票行为的绝对必要记载事项，可以授权补记,支票的持票人应当自出票日起10日内提示付款,第九章 票据与支付结算法律制度,B,选项B：支票的付款人并未在票据上签章，因此付款人并未进行任何票据行为，并非票据债务人。如果持票人请求付款时，假如出票人在付款人处的存款金额足够支付支票金额，则付款人应当付款;如果不足，则付款人应当拒绝付款。,<a href="http://www.zgcjpx.com/cpa/tiku/lianxi/jjf/136887.html">2020年注册会计师考试《经济法》每日一练(7-13)</a>,单选 经济法
甲公司为了支付货款，签发了一张以本市的乙银行为付款人、以丙公司为收款人的转账支票。丙公司在出票日之后的第14天向乙银行提示付款。根据票据法律制度的规定，下列表述中，正确的有()。,如果甲公司在乙银行的存款足以支付支票金额，乙银行应当足额付款,乙银行可以拒绝付款,乙银行应当无条件付款,如果乙银行拒绝付款，甲公司仍应承担票据责任,第九章 票据与支付结算法律制度,B,支票属见票即付的票据，因而没有到期日的规定。支票的出票日实质上就是到期日。《票据法》规定：“支票限于见票即付，不得另行记载付款日期。另行记载付款日期的，该记载无效。”,<a href="http://www.zgcjpx.com/cpa/tiku/lianxi/jjf/136887.html">2020年注册会计师考试《经济法》每日一练(7-13)</a>,多选 经济法
根据《票据法》的规定，如果本票的持票人未在法定付款提示期限内提示见票的，则丧失对特定票据债务人以外的其他债务人的追索权。该特定票据债务人是()。,出票人,保证人,背书人,被背书人,第九章 票据与支付结算法律制度,A,现行法之下的本票均为见票即付，持票人提示见票并请求付款的期限最长不得超过2个月。超过这一期限提示付款的，持票人丧失对“出票人之外”的前手的追索权。,<a href="http://www.zgcjpx.com/cpa/tiku/lianxi/jjf/136887.html">2020年注册会计师考试《经济法》每日一练(7-13)</a>,单选 经济法
支票限于见票即付，不得另行记载付款日期。另行记载付款日期的法律后果是(),收款人认可的，该记载有效,记载无效，票据依然有效,因该记载支票归于无效,该记载处应加盖财务章,第九章 票据与支付结算法律制度,B,支票属见票即付的票据，因而没有到期日的规定。支票的出票日实质上就是到期日。《票据法》规定：“支票限于见票即付，不得另行记载付款日期。另行记载付款日期的，该记载无效。”,<a href="http://www.zgcjpx.com/cpa/tiku/lianxi/jjf/136887.html">2020年注册会计师考试《经济法》每日一练(7-13)</a>,单选 经济法
