下列有关存货监盘的说法中，正确的有( )。(2014 年),注册会计师在制定监盘计划时，需要考虑是否在监盘中利用专家的工作,如果存货盘点在财务报表日以外的其他日期进行，注册会计师除实施监盘相关审 计程序外，还应当实施其他程序，以确定盘点日与财务报表日之间的存货变动已得到恰 当记录,如果存货存放在不同地点，注册会计师的监盘应当覆盖所有存放地点,如果由于不可预见的情况，无法在存货盘点现场实施监盘，注册会计师应当实施 替代审计程序,第十一章 生产与存货循环的审计,AB,选项 C，注册会计师通常应当考虑被审计单位的重要存货存放地点，将这些存货地点列入监盘地点;选项 D，如果是不可预见情况导致无法在存货盘点现场实施监盘，应当另择日期实施监盘，并对间隔期内发生的交易实施审计程序。【知识点】存货监盘,<a href="http://www.zgcjpx.com/cpa/tiku/lianxi/sj/134502.html">2020年注册会计师考试《审计》每日一练(7-1)</a>,多选 审计
甲注册会计师正在制定 A 上市公司 2016 年度财务报表审计业务中的存货监盘计划，以下是存货监盘计划的内容，其中存在缺陷的有( )。,在开始盘点存货前，监盘人员在拟检查的存货项目上作出标识,在存货监盘过程中，监盘人员除关注存货的数量外，还需要特别关注存货是否出 现毁损、陈旧、过时及残次等情况,在存货监盘结束时，监盘人员将除作废的盘点表单以外的所有盘点表单的号码记 录于监盘工作底稿,和被审计单位管理层讨论存货盘点计划,第十一章 生产与存货循环的审计,AC,对拟检查的存货作出标识会为被审计单位盘点人员所知悉， 损害审计程序的不可预见性，选项 A 错误;对于所有的盘点表单的号码都要记录，包含作废的，选项 C 错误。【知识点】存货监盘,<a href="http://www.zgcjpx.com/cpa/tiku/lianxi/sj/134502.html">2020年注册会计师考试《审计》每日一练(7-1)</a>,多选 审计
针对存货监盘中确定适当的监盘地点的说法中，恰当的有( )。,如果被审计单位的存货存放在多个地点，注册会计师可以要求被审计单位提供一 份完整的存货存放地点清单，并考虑其完整性,在获取完整的存货存放地点清单的基础上，注册会计师可以根据不同地点所存放 存货的重要性以及对各个地点与存货相关的重大错报风险的评估结果，选择适当的地点 进行监盘，并记录选择这些地点的原因,如果识别出由于舞弊导致的影响存货数量的重大错报风险，注册会计师在检查被 审计单位存货记录的基础上，可能决定在不预先通知的情况下对特定存放地点的存货实 施监盘，或在同一天对所有存放地点的存货实施监盘,获取的完整的存货存放地点清单，无需包括期末存货量为零的仓库,第十一章 生产与存货循环的审计,ABC,选项 D 不恰当，获取的完整的存货存放地点清单，包括期末存货量为零的仓库、租赁的仓库，以及第三方代被审计单位保管存货的仓库等。【知识点】存货监盘范围的确定,<a href="http://www.zgcjpx.com/cpa/tiku/lianxi/sj/134502.html">2020年注册会计师考试《审计》每日一练(7-1)</a>,多选 审计
针对注册会计师在对期末存货进行截止测试时的说法中，恰当的有( )。,注册会计师通常可观察存货的验收入库地点和装运出库地点以执行截止测试,在存货入库和装运过程中采用连续编号的凭证时，注册会计师应当关注截止日期 前的最后编号,如果被审计单位没有使用连续编号的凭证，注册会计师应当列出截止日期以前的 最后几笔装运和入库记录,在存货入库和装运过程中采用连续编号的凭证时，注册会计师应当关注盘点日前 的最后编号,第十一章 生产与存货循环的审计,ABCD,选项 ABCD 均正确。【知识点】期末存货的截止测试,<a href="http://www.zgcjpx.com/cpa/tiku/lianxi/sj/134502.html">2020年注册会计师考试《审计》每日一练(7-1)</a>,多选 审计
被审计单位是一家钻石饰品商业企业，在进行监盘时，注册会计师可采用的审计 程序有( )。,选择样品进行化验与分析,运用工程估测、几何计算、高空勘测，并依赖详细的存货记录,通过高空摄影以确定其存在性，对不同时点的数量进行比较，并依赖永续存货记录,利用专家的工作,第十一章 生产与存货循环的审计,AD,对贵金属进行监盘时，注册会计师采用的审计程序是选择样品进行化验与分析，或利用专家的工作;选项 B 针对堆积型存货(如糖、煤、钢废料);选项 C 针对生产纸浆用木材、牲畜。【知识点】特殊类型存货的键盘程序,<a href="http://www.zgcjpx.com/cpa/tiku/lianxi/sj/134502.html">2020年注册会计师考试《审计》每日一练(7-1)</a>,多选 审计
如果存货盘点日不是资产负债表日，因不可预见的情况导致无法在存货盘点现场实施监盘。下列针对存货监盘特殊情况的做法中，错误的是( )。,在评估存货内部控制的有效性后，提请被审计单位另择日期重新盘点，并测试期 末至重新盘点日发生的存货交易,在评估存货内部控制的有效性后，对存货进行适当抽查，并测试期末至抽查日发 生的存货交易,如果存货内部控制存在重大缺陷，提请被审计单位另择日期重新盘点，并进行适 当抽盘,由于存货内部控制存在重大缺陷，直接确认为审计范围受到限制,第十一章 生产与存货循环的审计,D,如果存货盘点日不是资产负债表日，注册会计师应当评估存 货内部控制的有效性，对存货进行适当抽盘或提请被审计单位另择日期重新盘点，同时 测试在该期间发生的存货交易，以获取有关期末存货数量和状况的充分、适当的审计证 据，选项 A、B、C 的审计程序均正确;选项 D 错误，注册会计师不能因为存货内部控制存在重大缺陷而不再实施必要的实质性程序。【知识点】存货监盘的时间安排,<a href="http://www.zgcjpx.com/cpa/tiku/lianxi/sj/134297.html">2020年注册会计师考试《审计》每日一练(6-30)</a>,单选 审计
如果存货盘点日不是( )，注册会计师应当实施适当的审计程序，确定盘点日与该日之间存货的变动是否已得到恰当的记录。,审计工作完成日,签订审计业务约定书日,审计外勤开始日,财务报表日,第十一章 生产与存货循环的审计,D,如果存货盘点日不是财务报表日，注册会计师应当实施适当的审计程序，确定盘点日与财务报表日之间存货的变动是否已得到恰当的记录。【知识点】存货监盘的时间安排,<a href="http://www.zgcjpx.com/cpa/tiku/lianxi/sj/134297.html">2020年注册会计师考试《审计》每日一练(6-30)</a>,单选 审计
以下有关注册会计师在被审计单位存货盘点结束前的工作的说法中，不恰当的是( )。,再次观察盘点现场，以确定所有应纳入盘点范围的存货是否均已盘点,取得并检查已填用及未使用盘点表单的号码记录,根据自己在存货监盘过程中获取的信息对被审计单位最终的存货盘点结果汇总 记录进行复核,确定盘点表单的号码记录是否连续，查明已发放的表单是否均已收回，并与存货 盘点的汇总记录进行核对,第十一章 生产与存货循环的审计,B,选项 B 不恰当，取得并检查已填用、作废及未使用盘点表单的号码记录。【知识点】存货监盘结束时的工作,<a href="http://www.zgcjpx.com/cpa/tiku/lianxi/sj/134297.html">2020年注册会计师考试《审计》每日一练(6-30)</a>,单选 审计
针对存货监盘程序，以下做法中，错误的是( )。,如果因为天气原因导致注册会计师无法在存货盘点现场实施监盘，注册会计师应 当另择日期进行监盘，并对间隔期内的交易实施审计程序,如果存货盘点日不是资产负债表日，审计项目组应当实施适当的审计程序，确定 盘点日与资产负债表日之间存货的变动是否已得到恰当的记录,针对第三方保管的存货，注册会计师可以利用内部审计人员监盘存货的工作结果,如果存货存放在多个地点，审计项目组可以要求被审计单位提供一份完整的存货存放地点清单，并考虑其完整性,第十一章 生产与存货循环的审计,C,针对由第三方保管或控制的存货，如果该存货对财务报表是 重要的，注册会计师应当实施下列一项或两项审计程序，以获取有关该存货存在和状况 的充分、适当的审计证据：(1)向持有被审计单位存货的第三方函证存货的数量和状况;(2)实施检查或其他适合具体情况的审计程序，故选项 C 错误。【知识点】存货监盘,<a href="http://www.zgcjpx.com/cpa/tiku/lianxi/sj/134297.html">2020年注册会计师考试《审计》每日一练(6-30)</a>,单选 审计
以下有关被审计单位生产与存货循环中“盘点存货”业务活动，通常的内部控制 要求包括( )。,盘点表和盘点标签事先连续编号，发放给盘点人员时登记领用人员，盘点结束后 回收并清点所有已使用和未使用的盘点表和盘点标签,为防止存货被遗漏或重复盘点，所有盘点过的存货贴盘点标签，注明存货品名、 数量和盘点人员，完成盘点前检查现场确认所有存货均已贴上盘点标签,将不属于本单位的代其他方保管的存货单独堆放并作标识，将盘点期间需要领用 的原材料或出库的产成品分开堆放并作标识,汇总盘点结果，与存货账面数量进行比较，调查分析差异原因，并对认定的盘盈 和盘亏提出账务调整，经仓储经理、生产经理、财务经理和总经理复核批准后入账,第十一章 生产与存货循环的审计,ABCD,选项 ABCD 均符合存货循环内部控制的要求。【知识点】生产与存货循环的内部控制,<a href="http://www.zgcjpx.com/cpa/tiku/lianxi/sj/134297.html">2020年注册会计师考试《审计》每日一练(6-30)</a>,多选 审计
针对被审计单位“销售发出的产成品的成本可能没有准确转入营业成本”，注册 会计师做的如下测试程序中，可能不恰当的是( )。,检查系统设置的自动结转功能是否正常运行，成本结转方式是否符合公司成本核 算政策,询问财务经理和总经理进行毛利率分析的过程和记录，并对异常波动的调查和处 理结果进行核实,检查财务经理和总经理进行毛利率分析的过程和记录，并对异常波动的调查和处 理结果进行核实,询问财务经理识别减值风险并确定减值准备的过程，检查总经理的复核批准记录,第十一章 生产与存货循环的审计,D,选项 D 是针对“可能存在残冷背次的存货，影响存货的价值”。【知识点】生产与存货循环的内部控制,<a href="http://www.zgcjpx.com/cpa/tiku/lianxi/sj/133953.html">2020年注册会计师考试《审计》每日一练(6-29)</a>,单选 审计
关于注册会计师与被审计单位管理层、治理层在存货盘点中应承担的责任，下列 说法中，错误的是( )。,定期盘点存货、合理确定存货的数量和状况是被审计单位管理层的责任,获取有关存货存在和状况的充分、适当的审计证据是注册会计师的责任,注册会计师无法通过存货监盘获取有关存货所有权的审计证据,存货监盘不足以为注册会计师提供存货所有权的充分、适当的审计证据,第十一章 生产与存货循环的审计,C,选项 C，注册会计师可能在存货监盘中获取有关存货所有权的部分审计证据。【知识点】存货监盘的目的,<a href="http://www.zgcjpx.com/cpa/tiku/lianxi/sj/133953.html">2020年注册会计师考试《审计》每日一练(6-29)</a>,单选 审计
下列关于存货监盘计划的主要内容的说法中，错误的是( )。,注册会计师结合被审计单位存货的数量、分布以及管理层的盘点计划确定存货监 盘的范围,存货监盘的时间包括实地察看盘点现场的时间、观察存货盘点的时间和对已盘点 存货实施检查的时间,存货监盘计划的要点有注册会计师实施存货监盘程序的方法、步骤，各个环节应 注意的问题以及所要解决的问题,注册会计师需要重点关注盘点期间的存货移动,第十一章 生产与存货循环的审计,A,存货监盘的范围取决于存货的内容、性质以及与存货有关的内部控制的完善程度和重大错报风险的评估结果。【知识点】确定存货监盘范围时的考虑因素,<a href="http://www.zgcjpx.com/cpa/tiku/lianxi/sj/133953.html">2020年注册会计师考试《审计》每日一练(6-29)</a>,单选 审计
因不可预见的情况导致无法在存货盘点现场实施监盘，下列有关说法中，注册会 计师不认可的是( )。,由于不可预见情况可能导致无法在预定日期实施存货监盘，比如由于不可抗力导 致注册会计师无法到达存货存放地实施存货监盘,由于不可预见情况可能导致无法在预定日期实施存货监盘，比如由于恶劣的天气 导致注册会计师无法实施存货监盘程序,由于不可预见情况可能导致无法在预定日期实施存货监盘，比如被盘点的木材被 积雪覆盖,如果由于不可预见的情况无法在存货盘点现场实施监盘，注册会计师应当实施替 代审计程序,第十一章 生产与存货循环的审计,D,如果由于不可预见的情况无法在存货盘点现场实施监盘，注册会计师应当另择日期实施监盘，并对间隔期内发生的交易实施审计程序。【知识点】因不可预见的情况导致无法在存货盘点现场实施监盘,<a href="http://www.zgcjpx.com/cpa/tiku/lianxi/sj/133953.html">2020年注册会计师考试《审计》每日一练(6-29)</a>,单选 审计
针对被审计单位存货存放在多个地点，下列各项中注册会计师可以考虑执行的程序不包括( )。,询问被审计单位管理层和财务部门人员，以了解有关存货存放地点的情况,检查被审计单位存货的出、入库单，关注是否存在被审计单位尚未告知注册会计 师的仓库,检查费用支出明细账和租赁合同，关注被审计单位是否租赁仓库并支付租金,检查被审计单位“固定资产——房屋建筑物”明细清单，了解被审计单位可用于 存放存货的房屋建筑物,第十一章 生产与存货循环的审计,A,注册会计师应当询问被审计单位除管理层和财务部门以外的其他人员，如营销人员、仓库人员等，以了解有关存货存放地点的情况，选项 A 错误。【知识点】确定存货的存放地点,<a href="http://www.zgcjpx.com/cpa/tiku/lianxi/sj/133953.html">2020年注册会计师考试《审计》每日一练(6-29)</a>,单选 审计
在内部控制良好的情况下，收到商品时，负责验收人员应当与商品进行核对的原始凭证为( )。,供应商发运文件及订货单,验收报告与供应商发运文件,请购单及订货单,验收报告与订货单,第十一章 生产与存货循环的审计,A,验收是为了保证收到的货物与所订购的货物一致，且质量符合要求。【知识点】生产与存货循环的业务活动的主要单据,<a href="http://www.zgcjpx.com/cpa/tiku/lianxi/sj/133587.html">2020年注册会计师考试《审计》每日一练(6-28)</a>,单选 审计
A和B注册会计师在对Y公司存货的内部控制进行调查记录时，注意到以下情况，其中可能不存在缺陷的是( )。,Y公司在审计年度内未对存货实施盘点，但有完整的存货会计记录和仓库记录,采用预先编号、采购价格已确定、并按获得批准的购货订单进行购货，且定期清点存货,Y公司生产产品所需的零星Z材料由XYZ公司代管，Y公司对Z材料的变动暂不进行会计记录;另外，Y公司财务部门会计记录和仓库明细账均反映了代XYZ公司保管的E材料,Y公司每年12月25日后发出的存货在仓库的明细账上记录，不在财务部门的会计账上反映,第十一章 生产与存货循环的审计,B,选项A，Y公司在审计年度内应对存货实施盘点;选项C，Y公司生产产品所需的零星Z材料由XYZ公司代管，Y公司对Z材料的变动应当进行会计记录;Y公司财务部门会计记录和仓库明细账均不应反映代XYZ公司保管的E材料;选项D，Y公司每年12月25日后发出的存货在仓库的明细账上记录，同时要在财务部门的会计账上反映。【知识点】生产与存货循环的内部控制,<a href="http://www.zgcjpx.com/cpa/tiku/lianxi/sj/133587.html">2020年注册会计师考试《审计》每日一练(6-28)</a>,单选 审计
A注册会计师在观察被审计单位仓库时，发现一批商品已经蒙了厚厚一层灰尘，经询问仓库人员，得知该批商品已经过时，下列各项有关存货余额的认定中，注册会计师通常认为存在重大错报风险的是()。,存在,完整性,准确性、计价和分摊,准确性,第十一章 生产与存货循环的审计,C,商品上面有厚厚的一层尘土，说明可能长期滞销，所以注册会计师有理由怀疑存货存在减值迹象，即其计价和分摊认定可能有问题。【知识点】生产与存货循环的重大错报风险 认定,<a href="http://www.zgcjpx.com/cpa/tiku/lianxi/sj/133587.html">2020年注册会计师考试《审计》每日一练(6-28)</a>,单选 审计
注册会计师在了解丙公司成本费用内部控制的职责分工情况时，得知财务人员张某负责成本费用预算的审批和成本支出的审批工作。如果张某担任丙公司的下列工作，其中不应认为该公司成本费用的内部控制存在重大缺陷的是()。,成本费用预算的编制,成本费用支出的执行,固定资产的会计记录,成本费用支出的稽核,第十一章 生产与存货循环的审计,C,AB两项工作的审批是由张某承担的，显然张某不能从事A或B;如果张某同时担任D工作，则丙公司成本费用的所有监督工作均由一人承担，很容易失去制约，一般地，稽核工作应由与稽核内容无关的人员承担。【知识点】生产与存货循环的内部控制,<a href="http://www.zgcjpx.com/cpa/tiku/lianxi/sj/133587.html">2020年注册会计师考试《审计》每日一练(6-28)</a>,单选 审计
如果被审计单位在接触存货时没有设置授权审批的内部控制措施，将导致存货()认定出现重大错报风险。,存在,完整性,计价和分摊,权利和义务,第十一章 生产与存货循环的审计,A,如果被审计单位没有对存货的接触设置授权审批的内部控制，存货将存在意外毁损、盗窃等风险，由此导致存货账面记录高估，因此违反存在认定。【知识点】生产与存货循环的重大错报风险 认定,<a href="http://www.zgcjpx.com/cpa/tiku/lianxi/sj/133587.html">2020年注册会计师考试《审计》每日一练(6-28)</a>,单选 审计
