针对被审计单位银行账户的完整性认定，注册会计师实施的下列审计程序中， 可能不能发现被审计单位存在账外账或资金体外循环的是( )。,结合其他相关细节测试，关注原始单据中被审计单位的付款银行账户是否包含在 注册会计师已获取的开立银行账户清单内,注册会计师亲自到中国人民银行或基本存款账户开户行查询并打印《已开立银行 结算账户清单》，以确认被审计单位账面记录的银行人民币结算账户是否完整,要求被审计单位出纳到人民银行或基本存款账户开户行查询并打印《已开立银行 结算账户清单》，以确认被审计单位账面记录的银行人民币结算账户是否完整,结合其他相关细节测试，关注原始单据中被审计单位的收款银行账户是否包含在 注册会计师已获取的开立银行账户清单内,第十二章 货币资金的审计,C,注册会计师亲自到人民银行或基本存款账户开户行查询并打印《已开立银行结算账户清单》，以确认被审计单位账面记录的银行人民币结算账户 是否完整，选项 C 错误。【知识点】银行存款的实质性程序,<a href="http://www.zgcjpx.com/cpa/tiku/lianxi/sj/135323.html">2020年注册会计师考试《审计》每日一练(7-6)</a>,单选 审计
注册会计师实施的下列针对银行存款账户发生额的审计程序中，不正确的是( )。 ,分析不同账户发生银行存款日记账漏记银行交易的可能性，获取相关账户相关期 间的全部银行对账单,如果对被审计单位银行对账单的真实性存有疑虑，可以再次从被审计单位获取银 行对账单,从被审计单位银行存款日记账上选取样本，核对至银行对账单,浏览银行对账单，选取大额异常交易,第十二章 货币资金的审计,B,如果对被审计单位银行对账单的真实性存有疑虑，注册会计 师可以在被审计单位的协助下亲自到银行获取银行对账单，在获取银行对账单时，注册 会计师要全程关注银行对账单的打印过程，选项 B 错误。【知识点】银行存款的实质性程序,<a href="http://www.zgcjpx.com/cpa/tiku/lianxi/sj/135729.html">2020年注册会计师考试《审计》每日一练(7-7)</a>,单选 审计
函证银行存款余额的说法中，不恰当的是( )。,银行函证程序是证实资产负债表所列银行存款是否存在的重要程序,如果不对这些项目实施函证程序，注册会计师应当在审计工作底稿中说明理由,在实施银行函证时，注册会计师需要以会计师事务所名义向银行发函询证,当实施函证程序时，注册会计师应当对询证函保待控制,第十二章 货币资金的审计,C,选项 C 不恰当，在实施银行函证时，注册会计师需要以被审计单位名义向银行发函询证，以验证被审计单位的银行存款是否真实、合法、完整。【知识点】银行存款的实质性程序,<a href="http://www.zgcjpx.com/cpa/tiku/lianxi/sj/135729.html">2020年注册会计师考试《审计》每日一练(7-7)</a>,单选 审计
针对甲公司下列与库存现金相关的内部控制，A 注册会计师认为正确的有( )。,每日及时记录现金收入并定期向顾客寄送对账单,担任登记现金日记账的人员负责登记现金总账,	现金折扣需经过适当审批,每日盘点库存现金并与账面余额核对,第十二章 货币资金的审计,ACD,选项 B 中担任登记现金日记账的人员不能同时登记总账。【知识点】货币资金相关内部控制,<a href="http://www.zgcjpx.com/cpa/tiku/lianxi/sj/135729.html">2020年注册会计师考试《审计》每日一练(7-7)</a>,多选 审计
针对被审计单位以下与货币资金相关的内部控制，注册会计师应提出改进建议的 有( )。,现金收入必须及时存入银行，不得直接用于公司的支出,在办理费用报销的付款手续后，出纳人员应及时登记现金、银行存款日记账和相 关费用明细账,出纳人员应当根据复核无误的支付申请，按规定办理货币资金支付手续，及时登 记库存现金和银行存款日记账,期末应当核对银行存款日记账余额和银行对账单余额，对余额核对相符的银行存 款账户，无需编制银行存款余额调节表,第十二章 货币资金的审计,BD,选项 B，登记库存现金日记账、银行存款日记账和相关费用明细账是不相容职责，不能由现金出纳一人负责，应当提出建议;选项 D 无论余额核对是否相符，均需编制银行存款余额调节表，应当提出建议。【知识点】货币资金相关内部控制,<a href="http://www.zgcjpx.com/cpa/tiku/lianxi/sj/135729.html">2020年注册会计师考试《审计》每日一练(7-7)</a>,多选 审计
在货币资金审计中，注册会计师需要保持警觉的情形包括( )。,被审计单位的现金交易比例较高，并与其所在的行业常用的结算模式相同,货币资金收支金额与现金流量表不匹配,不能提供银行对账单或银行存款余额调节表,银行承兑票据保证金余额与应付票据余额比例不合理,第十二章 货币资金的审计,BCD,选项 A，如果是被审计单位的现金交易比例较高，并与其所在的行业常用的结算模式不同，那么要保持警觉。【知识点】货币资金的重大错报风险,<a href="http://www.zgcjpx.com/cpa/tiku/lianxi/sj/135729.html">2020年注册会计师考试《审计》每日一练(7-7)</a>,多选 审计
下列有关货币资金的实质性程序的说法中，不正确的有( )。,制定库存现金监盘程序时应实施突击性检查，时间必须安排在上午上班前或下午 下班时进行，在进行现金盘点前，应由出纳员将现金集中起来存入保险柜,对于货币资金业务的授权审批制度，企业应当设置专门的审批人员，并为其授予 审批权限，对于超过该审批人员授权范围的重要货币资金支付业务，应当由财务部经理 或者总经理亲自审核批准,盘点库存现金的时间和人员应视被审计单位的具体情况而定，但必须有出纳员和 被审计单位会计主管人员参加，并由注册会计师亲自盘点和监盘,注册会计师在分配财务报表项目重要性水平时考虑到由于货币资金是企业流动 性最强的资产，企业必须加强对货币资金的管理，并建立良好的货币资金内部控制以防 止错报及舞弊的发生，所以应从严制定货币资金的重要性水平,第十二章 货币资金的审计,ABC,选项 A，盘点库存现金的时间应视被审计单位的具体情况而定，最好选择在上午上班前或下午下班时进行，但是并不是必须安排在上午上班前或 下午下班时进行;选项 B，对于货币资金业务中重要的货币资金支付业务，公司应当实行集体决策和审批，并建立责任追究制度，防范贪污、侵占、挪用货币资金等行为;选 项 C，注册会计师只是对盘点的库存现金进行监盘，而不是亲自盘点，库存现金的盘点由出纳进行，会计主管复盘。【知识点】库存现金的实质性程序 现金监盘,<a href="http://www.zgcjpx.com/cpa/tiku/lianxi/sj/135970.html">2020年注册会计师考试《审计》每日一练(7-8)</a>,多选 审计
监盘库存现金是证实资产负债表中所列库存现金是否存在的一项重要程序，还可 以实现的审计目标有( )。,计价和分摊,完整性,在财务报表中恰当披露,权利和义务,第十二章 货币资金的审计,ABD,监盘库存现金不能实现被审计单位的货币资金是否在财务 报表中做出恰当披露。【知识点】库存现金的实质性程序,<a href="http://www.zgcjpx.com/cpa/tiku/lianxi/sj/135970.html">2020年注册会计师考试《审计》每日一练(7-8)</a>,多选 审计
当被审计单位的现金交易比例较高时，注册会计师应当实施的审计程序包括( )。,了解和评价被审计单位现金交易的内部控制,结合被审计单位的业务循环，分析评价现金交易的合理性,进行库存现金监盘,检查大额现金收支，核对交易真实性,第十二章 货币资金的审计,ABD,库存现金监盘能确认监盘时点现金的存在，对现金交易无效。【知识点】库存现金的实质性程序,<a href="http://www.zgcjpx.com/cpa/tiku/lianxi/sj/135970.html">2020年注册会计师考试《审计》每日一练(7-8)</a>,多选 审计
针对库存现金监盘，被审计单位下列人员中，应当参加库存现金监盘的有( )。,现金出纳员,财务总监,会计主管,董事长秘书,第十二章 货币资金的审计,AC,企业盘点库存现金，被审计单位的现金出纳员和会计主管人员必须参加，出纳员盘点，注册会计师监盘。【知识点】库存现金的监盘,<a href="http://www.zgcjpx.com/cpa/tiku/lianxi/sj/135970.html">2020年注册会计师考试《审计》每日一练(7-8)</a>,多选 审计
针对银行存款账户发生额，以下程序中，恰当的有( )。,函证银行账户,如果对被审计单位银行对账单的真实性存有疑虑，注册会计师可以在被审计单位 的协助下亲自到银行获取银行对账单，并全程关注银行对账单的打印过程,从银行对账单中选取交易的样本与被审计单位银行日记账记录进行核对，从被审 计单位银行存款日记账上选取样本，核对至银行对账单,分析不同账户发生银行日记账漏记银行交易的可能性，获取相关账户相关期间的 全部银行对账单,第十二章 货币资金的审计,ABCD,针对检查银行存款账户发生额的真实性，除实施函证(选项 A)等审计程序外，注册会计师还可以考虑对银行存款账户的发生额实施以下程序：(1) 分析不同账户发生银行日记账漏记银行交易的可能性，获取相关账户相关期间的全部银行对账单(选项 D);(2)如果对被审计单位银行对账单的真实性存有疑虑， 注册会计师可以在被审计单位的协助下亲自到银行获取银行对账单，并要全程关注银行 对账单的打印过程(选项 B);(3)从银行对账单中选取交易的样本与被审计单位银行日记账记录进行核对;从被审计单位银行存款日记账上选取样本，核对至银行对账单(选项 C);(4)浏览银行对账单，选取大额异常交易，如银行对账单上有一收一付相同金额，或分次转出相同金额等，检查被审计单位银行存款日记账上有无该项收付金 额记录。【知识点】银行存款的实质性程序,<a href="http://www.zgcjpx.com/cpa/tiku/lianxi/sj/135970.html">2020年注册会计师考试《审计》每日一练(7-8)</a>,多选 审计
